NetID,Name,Expected_Graduation,MajorID
kaust2,Kent Austin,3.5,Kinesiology
kba2,Kenneth Barton,4.5,Business + Data Science
kbai2,Krystal Baird,4.5,Computer Science + Animal Sciences
kbake2,Karen Baker,4.5,Information Sciences
kballa2,Kelly Ballard,2.0,Hospitality Management
kbates2,Kevin Bates,3.5,Computer Science + Music
kbe2,Kelly Berry,5.0,Dance
kbeard2,Kathleen Beard,2.5,Computer Science + Advertising
kbell2,Kevin Bell,3.0,Agricultural & Biological Engineering
kben2,Kayla Bentley,2.0,Dietetics and Nutrition
kblev2,Kenneth Blevins,3.5,Teaching - Middle Grades Education
kbo2,Kelli Bowman,4.5,Bioengineering
kbooth2,Karen Booth,3.5,Computer Engineering
kbow2,Kathryn Bowers,3.0,Computer Science
kbowm2,Kelsey Bowman,4.0,Civil Engineering
kbr2,Kevin Brown,2.0,Journalism
kbro2,Kayla Brown,3.0,Elementary Education
kbroc2,Kyle Brock,2.0,Computer Science + Advertising
kbrown2,Kathleen Brown,1.0,Plant Biotechnology
kbrown3,Kristie Brown,2.5,Accountancy
kbrown4,Kaitlyn Brown,1.0,Industrial Engineering
kbry2,Kelly Bryant,3.5,Business + Data Science
kbut2,Kristin Butler,1.5,Engineering Technology & Management for Agricultural Systems
kbutl2,Karen Butler,4.5,Information Sciences + Data Science
kcal2,Krystal Caldwell,1.5,Learning & Education Studies
kcaldw2,Kayla Caldwell,4.0,Chemical Engineering
kcamac2,Kimberly Camacho,1.5,Supply Chain Management
kcarlso2,Katie Carlson,3.5,Secondary Education
kcarp2,Kimberly Carpenter,3.0,Industrial Engineering
kcarr2,Karen Carroll,1.0,Accountancy + Data Science
kcarr3,Kevin Carroll,2.5,Civil Engineering
kcase2,Katherine Case,4.0,Civil Engineering
kch2,Kevin Chen,4.5,Hospitality Management
kcha2,Katherine Chapman,1.0,Agricultural & Biological Engineering
kchen2,Kevin Chen,1.0,Information Sciences
kcla2,Kelly Clark,2.5,Management
kclar2,Kristin Clarke,4.5,Plant Biotechnology
kclark2,Kathryn Clark,1.0,Early Childhood Education
kcle2,Kent Clements,1.0,Human Development & Family Studies
kco2,Kayla Collins,2.0,Business + Data Science
kco3,Kevin Cortez,3.5,Accountancy
kco4,Kathryn Cole,1.0,Secondary Education
kcole2,Kristin Cole,1.5,Innovation
kcolem2,Kevin Coleman,2.5,Finance
kcoll2,Katie Collins,5.0,Strategy
kcollin2,Kevin Collins,4.5,Media & Cinema Studies
kcollin3,Karen Collins,4.0,Nuclear
kconwa2,Karen Conway,4.0,Dance
kcoo2,Kimberly Cooper,4.0,Elementary Education
kcra2,Kathy Craig,4.0,Human Development & Family Studies
kcrai2,Kelly Craig,4.0,Neural Engineering
kda2,Kevin Davis,1.0,Marketing
kda3,Kyle Dalton,2.5,Operations Management
kdan2,Kristin Daniels,4.0,Early Childhood Education
kdan3,Kevin Daniel,1.5,Geology
kdav2,Kristen Davidson,3.5,Secondary Education
kdavis2,Karen Davis,3.0,Management
kday2,Karl Day,2.0,Physics
kdou2,Karen Douglas,1.0,Strategy
kdoyl2,Kyle Doyle,5.0,Computer Science + Music
kdu2,Katherine Duran,2.0,Dance
kdu3,Kyle Duran,2.0,Biochemistry
kdun2,Katherine Duncan,3.5,Computer Science + Crop Sciences
kdurha2,Katrina Durham,2.0,Agronomy
kedw2,Katie Edwards,4.5,Early Childhood Education
kedwar2,Kristen Edwards,2.0,Accountancy + Data Science
kedward2,Kimberly Edwards,3.0,Business + Data Science
kedward3,Kayla Edwards,5.0,Accountancy
keva2,Kristina Evans,1.5,Business + Data Science
kevan2,Keith Evans,2.0,Early Childhood Education
kevans2,Kevin Evans,4.0,Special Education
kevans3,Kristin Evans,2.5,Aerospace Engineering
kfi2,Kelly Fisher,2.5,Kinesiology
kfi3,Kenneth Fields,4.0,Engineering Mechanics
kfields2,Kelly Fields,3.5,Elementary Education
kfishe2,Kimberly Fisher,3.0,Accountancy
kflynn2,Kristy Flynn,4.0,Kinesiology
kfos2,Kathleen Foster,5.0,Nutrition and Health
kfos3,Kathy Foster,3.0,Computer Science + Physics
kfowler2,Kristina Fowler,5.0,Physics
kgarc2,Kim Garcia,4.0,Chemistry
kgib2,Kimberly Gibson,4.5,Information Sciences
kgiles2,Kathryn Giles,5.0,Human Development & Family Studies
kgo2,Kaitlin Gomez,3.5,Information Sciences + Data Science
kgo3,Kevin Gonzalez,4.5,Athletic Training
kgomez2,Kim Gomez,1.0,Information Sciences + Data Science
kgonzal2,Karen Gonzalez,3.0,Innovation
kgregor2,Kristina Gregory,5.0,Management
kguzma2,Karen Guzman,4.5,Information Sciences + Data Science
kguzman2,Kendra Guzman,4.5,Sustainable Design
kha2,Kristen Hart,4.0,Special Education
kha3,Kimberly Hamilton,2.5,Electrical Engineering
kha4,Kimberly Harris,1.0,Learning & Education Studies
kha5,Kelly Hart,4.5,Media & Cinema Studies
kha6,Kimberly Harmon,5.0,Human Development & Family Studies
khamilt2,Kyle Hamilton,4.5,Early Childhood Education
khanc2,Kevin Hancock,1.5,Environmental Engineering
khann2,Krystal Hanna,3.5,Agricultural & Biological Engineering
kharr2,Katherine Harris,3.5,Media & Cinema Studies
kharri2,Kari Harris,2.0,Business + Data Science
kharri3,Kyle Harrington,4.0,Journalism
kharris2,Kimberly Harris,3.0,Engineering Mechanics
khay2,Kimberly Haynes,2.0,Secondary Education
khay3,Kimberly Hayes,4.0,Systems Engineering & Design
khe2,Kathy Henry,2.5,Journalism
khe3,Kathryn Hernandez,4.0,Computer Engineering
khenson2,Kelly Henson,3.0,Engineering Mechanics
khern2,Katherine Hernandez,2.5,Strategy
khernan2,Kathy Hernandez,1.0,Finance + Data Science
khester2,Kyle Hester,4.5,Media & Cinema Studies
khint2,Kristin Hinton,3.0,Operations Management
kho2,Kelly Hodge,5.0,Environmental Engineering
khod2,Kevin Hodges,4.5,Secondary Education
khort2,Karen Horton,2.5,Dance
khowa2,Kristen Howard,2.5,Neural Engineering
khu2,Kathryn Hunt,2.0,Mechanical Engineering
khuber2,Kevin Huber,4.5,Supply Chain Management
khuffma2,Kathleen Huffman,4.5,Computer Science + Animal Sciences
khun2,Kristin Hunter,3.5,Nutrition and Health
kja2,Katie Jacobs,1.5,Secondary Education
kjames2,Kathy James,4.0,Systems Engineering & Design
kjames3,Katrina James,3.5,Accountancy
kjames4,Kelly James,4.5,Engineering Technology & Management for Agricultural Systems
kjen2,Kevin Jensen,1.5,Plant Biotechnology
kjensen2,Kelly Jensen,5.0,Chemical Engineering
kjo2,Kenneth Jones,2.5,Management
kjo3,Kristina Johnson,5.0,Computer Engineering
kjohn2,Kevin Johnson,4.0,Bioengineering
kjohns2,Katelyn Johnson,3.5,Environmental Engineering
kjohns3,Kenneth Johnson,5.0,Marketing
kjohns4,Kim Johnson,2.0,Computer Engineering
kjohnso2,Kimberly Johnson,1.0,Computer Science + Crop Sciences
kjohnso3,Kayla Johnson,3.5,Innovation
kjohnst2,Kurt Johnston,2.5,Strategy
kjon2,Keith Jones,3.5,Information Systems
kjones2,Kyle Jones,3.0,Computer Engineering
kjones3,Kimberly Jones,3.5,Accountancy
kjones4,Kelly Jones,3.0,Computer Science + Astronomy
kjordan2,Kevin Jordan,3.0,Athletic Training
kjua2,Kara Juarez,2.0,Aerospace Engineering
kkim2,Kevin Kim,2.5,Information Systems
kking2,Katelyn King,5.0,Journalism
kking3,Kevin King,1.5,Teaching - Middle Grades Education
kking4,Kyle King,4.0,Athletic Training
kknox2,Kelly Knox,2.5,Bioengineering
kkra2,Kelly Kramer,2.5,Industrial Engineering
klam2,Kelly Lambert,2.5,Dance
kle2,Kelsey Lee,4.5,Special Education
kle3,Kara Lee,4.0,Computer Science + Physics
klee2,Kristin Lee,2.0,Engineering Mechanics
klee3,Kelly Lee,1.0,Aerospace Engineering
klee4,Kelly Lee,4.0,Media & Cinema Studies
klopez2,Kaylee Lopez,3.5,Human Development & Family Studies
klopez3,Kristin Lopez,1.0,Geology
kma2,Katherine Martin,2.0,Electrical Engineering
kma3,Kelly Martin,4.0,Bioengineering
kmaldon2,Kelly Maldonado,5.0,Middle Grades Education
kmart2,Keith Martinez,1.5,Special Education
kmarti2,Kristy Martin,3.5,Operations Management
kmarti3,Kim Martin,4.5,Dietetics and Nutrition
kmarti4,Kathy Martin,4.5,Mechanical Engineering
kmartin2,Kellie Martin,3.5,Operations Management
kmas2,Kelly Mason,1.0,Kinesiology
kmat2,Kelly Mathis,1.5,Advertising
kmat3,Kyle Mathis,3.5,Agronomy
kmay2,Kristin May,1.0,Computer Science
kmc2,Kendra Mccarthy,1.0,Computer Science + Bioengineering
kmcbr2,Kim Mcbride,2.0,Environmental Engineering
kmcdo2,Kimberly Mcdowell,1.5,Accountancy + Data Science
kmcfarl2,Kathryn Mcfarland,3.5,Accountancy
kmcgu2,Kenneth Mcguire,4.0,Computer Science + Astronomy
kmil2,Kristen Miller,1.5,Management
kmil3,Keith Miller,1.5,Finance + Data Science
kmo2,Katie Morris,5.0,Chemical Engineering
kmontg2,Karen Montgomery,4.0,Neural Engineering
kmoor2,Kristina Moore,5.0,Human Development & Family Studies
kmoreno2,Kendra Moreno,3.0,Hospitality Management
kmorg2,Kristin Morgan,3.5,Architectural Studies
kmu2,Kevin Murphy,2.0,Biochemistry
kmul2,Kari Mullins,5.0,Business + Data Science
kmurph2,Kimberly Murphy,1.5,Strategy
knel2,Kristina Nelson,4.5,Materials Science & Engineering
knguye2,Kimberly Nguyen,4.5,Plant Biotechnology
knichol2,Kevin Nichols,1.0,Business + Data Science
knixon2,Kristen Nixon,4.0,Neural Engineering
knova2,Keith Novak,4.5,Computer Science + Crop Sciences
kobri2,Karen Obrien,2.5,Electrical Engineering
kpa2,Kenneth Paul,3.5,Computer Science + Astronomy
kpace2,Kyle Pace,3.0,Materials Science & Engineering
kpat2,Kimberly Patton,2.0,Operations Management
kpat3,Katie Patterson,3.0,Computer Science + Physics
kpate2,Kathleen Patel,4.0,Computer Science
kpe2,Kimberly Perry,4.5,Teaching - Middle Grades Education
kpen2,Kevin Pennington,4.5,Kinesiology
kpenn2,Kenneth Pennington,3.0,Agricultural & Biological Engineering
kperez2,Keith Perez,1.0,Special Education
kperkin2,Keith Perkins,3.5,Computer Science + Bioengineering
kphi2,Kelly Phillips,3.0,Secondary Education
kphi3,Kara Phillips,2.0,Hospitality Management
kphilli2,Kelsey Phillips,1.5,Chemical Engineering
kpierc2,Kimberly Pierce,5.0,Operations Management
kpowe2,Kirk Powell,4.0,Computer Science + Bioengineering
kpowe3,Kenneth Powers,4.5,Civil Engineering
kpowel2,Karen Powell,2.0,Hospitality Management
kpr2,Kathy Proctor,2.0,Dietetics and Nutrition
kprice2,Kimberly Price,4.0,Early Childhood Education
kramos2,Kelly Ramos,3.5,Electrical Engineering
kray2,Katherine Ray,2.0,Chemistry
kre2,Kaylee Reyes,1.5,Sustainable Design
kree2,Katherine Reeves,3.5,Learning & Education Studies
kreye2,Kristen Reyes,2.5,Environmental Engineering
krh2,Karen Rhodes,4.0,Business + Data Science
krich2,Kristy Richardson,1.0,Middle Grades Education
krios2,Karen Rios,4.0,Strategy
kriv2,Kimberly Rivera,1.5,Engineering Mechanics
kro2,Kelsey Rodriguez,2.0,Computer Science + Music
kro3,Kristina Romero,4.5,Neural Engineering
krobe2,Kevin Robertson,1.0,Information Systems
krober2,Katie Roberts,2.0,Computer Science + Advertising
krobert2,Kayla Roberts,4.5,Materials Science & Engineering
krobi2,Katherine Robinson,4.5,Computer Engineering
krobins2,Kimberly Robinson,5.0,Human Development & Family Studies
krod2,Karen Rodgers,1.5,Biochemistry
krodr2,Kayla Rodriguez,5.0,Information Sciences
krodr3,Kristin Rodriguez,2.5,Marketing
krodri2,Kimberly Rodriguez,1.5,Early Childhood Education
krodri3,Kathryn Rodriguez,2.0,Computer Science + Astronomy
krodrig2,Keith Rodriguez,3.0,Computer Science + Bioengineering
krogers2,Karen Rogers,2.5,Information Systems
krogers3,Kyle Rogers,5.0,Information Sciences + Data Science
krowl2,Kevin Rowland,4.5,Marketing
ksanto2,Kathleen Santos,2.0,Computer Science + Astronomy
kschm2,Kenneth Schmitt,1.5,Sustainable Design
kschwa2,Kelly Schwartz,1.5,Teaching - Middle Grades Education
ksco2,Kaitlin Scott,4.5,Management
kshaff2,Kaitlyn Shaffer,3.5,Business + Data Science
kshan2,Kelsey Shannon,1.5,Industrial Engineering
ksharp2,Kimberly Sharp,4.0,Teaching - Middle Grades Education
ksharp3,Kenneth Sharp,3.0,Agricultural & Consumer Economics
kshe2,Kristie Shepherd,2.5,Information Systems
ksimps2,Krista Simpson,4.0,Marketing
kskinne2,Kaylee Skinner,5.0,Sustainability in Food & Environmental Systems
ksm2,Kevin Smith,1.0,Computer Science + Astronomy
ksm3,Kristen Smith,3.0,Computer Science + Music
ksm4,Kimberly Smith,2.0,Information Sciences
ksm5,Kathy Smith,1.5,Environmental Engineering
ksmi2,Kimberly Smith,1.0,Neural Engineering
ksmi3,Kara Smith,5.0,Journalism
ksmi4,Kristi Smith,5.0,Computer Science + Crop Sciences
ksmi5,Kristi Smith,1.0,Materials Science & Engineering
ksmith2,Karen Smith,3.5,Computer Science + Bioengineering
kso2,Kevin Soto,2.0,Food Science
kspence2,Keith Spencer,1.5,Environmental Engineering
kstanl2,Kathleen Stanley,1.0,Architectural Studies
ksu2,Kenneth Sullivan,1.0,Nutrition and Health
ksulliv2,Kevin Sullivan,2.0,Journalism
kta2,Keith Taylor,3.5,Teaching - Middle Grades Education
kta3,Keith Taylor,3.5,Aerospace Engineering
ktay2,Kaitlin Taylor,4.5,Computer Science
ktayl2,Kimberly Taylor,4.0,Information Sciences
kter2,Kimberly Terry,2.0,Chemistry
kterry2,Kimberly Terry,2.5,Kinesiology
kth2,Kathleen Thomas,1.0,Computer Science + Animal Sciences
kthom2,Karen Thomas,3.5,Agricultural & Biological Engineering
kthom4,Kimberly Thomas,1.5,Electrical Engineering
kthoma2,Kenneth Thomas,1.5,Dance
kthoma3,Karen Thomas,2.0,Electrical Engineering
kthomas2,Kristi Thomas,4.0,Strategy
kthomp2,Karen Thompson,3.0,Early Childhood Education
kthomp3,Kevin Thompson,5.0,Industrial Engineering
kto2,Kristen Torres,2.0,Biochemistry
ktodd2,Katherine Todd,3.5,Food Science
ktorre2,Kelly Torres,4.0,Media & Cinema Studies
ktra2,Kyle Tran,5.0,Accountancy
ktran2,Kaitlyn Tran,1.0,Athletic Training
ktu2,Kara Tucker,2.5,Finance + Data Science
ktuck2,Kim Tucker,5.0,Human Development & Family Studies
ktyler2,Krystal Tyler,1.5,Civil Engineering
kva2,Kimberly Valenzuela,4.5,Computer Science + Bioengineering
kvarga2,Kevin Vargas,4.5,Agricultural & Biological Engineering
kvasq2,Kim Vasquez,3.5,Mechanical Engineering
kvaugha2,Karen Vaughan,5.0,Geology
kveg2,Kristina Vega,3.0,Chemical Engineering
kvela2,Kevin Velazquez,4.0,Finance
kvi2,Katherine Vincent,1.5,Accountancy + Data Science
kwa2,Katherine Walsh,4.5,Business + Data Science
kwa3,Kristin Ward,2.0,Computer Engineering
kwa4,Kim Walker,2.0,Supply Chain Management
kwagn2,Katherine Wagner,5.0,Special Education
kwal2,Kara Wallace,4.5,Information Sciences
kwallac2,Karen Wallace,4.5,Civil Engineering
kwang2,Krista Wang,1.0,Geology
kwar2,Kevin Ward,5.0,Sustainable Design
kwarr2,Kyle Warren,1.5,Marketing
kwe2,Katherine West,2.0,Chemistry
kwhi2,Kelli White,4.0,Computer Science + Music
kwhita2,Kimberly Whitaker,5.0,Geology
kwhite2,Kerry White,3.0,Teaching - Middle Grades Education
kwi2,Kevin Wilson,1.5,Dance
kwi3,Kelsey Wilkins,2.5,Operations Management
kwi4,Kristen Williams,2.5,Operations Management
kwil2,Kimberly Wilson,1.5,Aerospace Engineering
kwil3,Keith Williams,3.5,Early Childhood Education
kwil4,Kenneth Williams,1.5,Civil Engineering
kwil5,Kayla Williams,4.5,Information Sciences + Data Science
kwil6,Kristine Wiley,3.5,Media & Cinema Studies
kwil7,Kimberly Wilson,3.0,Marketing
kwil8,Kathryn Willis,3.0,Information Systems
kwiley2,Kayla Wiley,4.0,Aerospace Engineering
kwill2,Karen Williams,2.5,Dietetics and Nutrition
kwill3,Kathryn Williams,2.5,Finance
kwill4,Kathryn Williams,4.5,Information Sciences + Data Science
kwilli2,Kelsey Willis,1.5,Computer Science + Physics
kwo2,Kimberly Woods,3.0,Management
kwon2,Kathleen Wong,4.5,Secondary Education
kwong2,Kelly Wong,4.0,Computer Science + Animal Sciences
kwoo2,Karen Wood,4.0,Sustainability in Food & Environmental Systems
kwoods2,Kimberly Woods,3.0,Accountancy
kyoung2,Kenneth Young,3.5,Engineering Technology & Management for Agricultural Systems
laguir2,Lisa Aguirre,1.0,Advertising
lal2,Laura Alexander,2.5,Supply Chain Management
lall2,Laura Allen,3.0,Plant Biotechnology
lalle2,Laura Allen,5.0,Agricultural & Biological Engineering
lalvar2,Larry Alvarez,2.5,Teaching - Middle Grades Education
lan2,Lindsey Andrews,3.0,Dietetics and Nutrition
land2,Larry Anderson,3.0,Dance
land3,Lauren Anderson,3.5,Computer Science + Physics
lander2,Lawrence Anderson,2.0,Information Sciences + Data Science
landers2,Lorraine Anderson,1.5,Advertising
lanthon2,Lauren Anthony,2.5,Architectural Studies
lar2,Lisa Arnold,4.5,Computer Science + Crop Sciences
larnold2,Lawrence Arnold,4.5,Nutrition and Health
laust2,Lindsey Austin,2.5,Human Development & Family Studies
lausti2,Leah Austin,3.0,Supply Chain Management
lba2,Lindsey Banks,2.0,Finance + Data Science
lba3,Larry Bailey,1.0,Mechanical Engineering
lbaker2,Lisa Baker,2.0,Computer Science + Astronomy
lbaker3,Lee Baker,1.0,Elementary Education
lbal2,Lucas Baldwin,1.5,Environmental Engineering
lbarne2,Linda Barnett,1.0,Electrical Engineering
lbarr2,Larry Barr,4.5,Dance
lbell2,Lisa Bell,5.0,Human Development & Family Studies
lbishop2,Lisa Bishop,4.5,Human Development & Family Studies
lbl2,Lisa Black,4.0,Geology
lboni2,Lee Bonilla,4.0,Aerospace Engineering
lbr2,Lori Brooks,1.0,Civil Engineering
lbrewer2,Laura Brewer,2.0,Electrical Engineering
lbro2,Laura Brown,3.5,Special Education
lbu2,Luis Burgess,3.5,Supply Chain Management
lburn2,Louis Burnett,4.0,Agricultural & Biological Engineering
lca2,Laura Cannon,5.0,Human Development & Family Studies
lca3,Logan Campbell,4.0,Secondary Education
lcampb2,Linda Campbell,2.5,Computer Science + Astronomy
lcarpe2,Lynn Carpenter,2.5,Teaching - Middle Grades Education
lcer2,Laura Cervantes,1.0,Food Science
lch2,Louis Christensen,4.5,Operations Management
lcha2,Lauren Chavez,2.0,Mechanical Engineering
lchurc2,Leah Church,1.0,Civil Engineering
lcochra2,Lance Cochran,2.5,Architectural Studies
lcole2,Laura Cole,1.5,Teaching - Middle Grades Education
lcopela2,Luis Copeland,4.0,Materials Science & Engineering
lcos2,Larry Costa,5.0,Nuclear
lcox2,Lynn Cox,2.5,Architectural Studies
lcran2,Leslie Crane,2.5,Nutrition and Health
lcruz2,Laura Cruz,3.0,Accountancy + Data Science
lcun2,Lauren Cunningham,2.5,Computer Engineering
ldav2,Lindsay Davis,1.0,Computer Science + Advertising
ldavi2,Lori Davis,2.5,Early Childhood Education
ldavis2,Lisa Davis,1.5,Information Sciences
ldea2,Logan Dean,4.5,Special Education
ldel2,Laura Deleon,4.0,Innovation
ldiaz2,Lisa Diaz,2.5,Early Childhood Education
ldic2,Lindsay Dickerson,2.5,Elementary Education
ldrak2,Lee Drake,5.0,Bioengineering
lduke2,Loretta Duke,3.0,Information Sciences + Data Science
ldurh2,Linda Durham,1.5,Strategy
ledward2,Linda Edwards,2.5,Sustainable Design
leri2,Laurie Erickson,4.0,Biochemistry
levans2,Lisa Evans,4.5,Computer Science + Animal Sciences
lfisher2,Larry Fisher,3.0,Electrical Engineering
lfletc2,Lauren Fletcher,1.0,Chemistry
lfo2,Laura Fowler,3.5,Biochemistry
lford2,Larry Ford,1.5,Computer Engineering
lford3,Leah Ford,3.5,Computer Science + Physics
lfr2,Leah Frey,3.0,Information Sciences
lfr3,Lori Franco,3.5,Engineering Technology & Management for Agricultural Systems
lfra2,Lori Franklin,5.0,Biochemistry
lfraz2,Lindsey Frazier,1.0,Strategy
lgar2,Leroy Garcia,3.0,Management
lgarc2,Laura Garcia,1.5,Marketing
lgarr2,Lisa Garrett,3.5,Chemistry
lgates2,Lauren Gates,2.0,Media & Cinema Studies
lgibbs2,Leonard Gibbs,2.5,Special Education
lgile2,Lauren Giles,4.0,Business + Data Science
lgill2,Lindsey Gill,4.0,Mechanical Engineering
lgonza2,Linda Gonzalez,5.0,Engineering Technology & Management for Agricultural Systems
lgrant2,Lisa Grant,4.0,Human Development & Family Studies
lgre2,Levi Gregory,2.0,Computer Science + Physics
lgree2,Laura Green,5.0,Operations Management
lgros2,Laurie Gross,4.5,Human Development & Family Studies
lgutie2,Leonard Gutierrez,2.0,Geology
lha2,Latasha Hall,3.5,Operations Management
lhancoc2,Luke Hancock,1.5,Accountancy
lhar2,Lisa Harris,1.5,Computer Science + Crop Sciences
lhar3,Lisa Harris,3.0,Middle Grades Education
lharr2,Luis Harris,1.5,Computer Science + Physics
lharr3,Lori Harris,2.5,Information Systems
lharris2,Lisa Harris,1.5,Dance
lharris3,Lori Harris,5.0,Systems Engineering & Design
lhartm2,Lauren Hartman,1.5,Computer Science + Physics
lhawkin2,Laura Hawkins,3.0,Electrical Engineering
lhaye2,Larry Hayes,2.5,Mechanical Engineering
lhe2,Lisa Herrera,2.5,Finance + Data Science
lhe3,Laura Hernandez,4.0,Bioengineering
lhe4,Lisa Hernandez,4.0,Accountancy + Data Science
lhend2,Linda Henderson,2.5,Human Development & Family Studies
lhend3,Lisa Henderson,5.0,Computer Science + Advertising
lhenry2,Lisa Henry,3.5,Finance
lher2,Lindsey Hernandez,3.5,Neural Engineering
lhicks2,Lynn Hicks,3.5,Secondary Education
lholme2,Lisa Holmes,3.0,Advertising
lhouse2,Linda House,4.0,Plant Biotechnology
lhug2,Lisa Hughes,1.0,Human Development & Family Studies
libar2,Lori Ibarra,2.5,Agricultural & Biological Engineering
ljacobs2,Louis Jacobs,1.0,Mechanical Engineering
lje2,Lee Jennings,2.5,Computer Science + Physics
ljim2,Laura Jimenez,2.5,Sustainable Design
ljohn2,Leslie Johnson,1.5,Bioengineering
ljohn3,Lori Johnson,4.0,Sustainable Design
ljohns2,Linda Johnson,2.5,Information Sciences + Data Science
ljohnso2,Lee Johnson,4.0,Engineering Mechanics
ljone2,Lucas Jones,1.5,Special Education
ljone3,Laurie Jones,5.0,Dance
ljone4,Leslie Jones,5.0,Strategy
ljone5,Lori Jones,3.0,Learning & Education Studies
lke2,Lawrence Kerr,1.5,Marketing
lki2,Lydia King,1.0,Information Sciences
lkru2,Lori Krueger,4.5,Environmental Engineering
lkrueg2,Linda Krueger,1.0,Computer Science
llane2,Lisa Lane,2.5,Chemical Engineering
llarson2,Lindsay Larson,4.5,Computer Engineering
llaw2,Luke Lawrence,4.0,Athletic Training
lle2,Lindsey Lee,3.5,Elementary Education
lle3,Logan Le,3.0,Agricultural & Biological Engineering
llew2,Lee Lewis,1.5,Marketing
llopez2,Lonnie Lopez,1.5,Information Sciences
lmarti2,Leslie Martinez,4.5,Management
lmatthe2,Lisa Matthews,1.0,Sustainability in Food & Environmental Systems
lmc2,Lauren Mcbride,3.5,Agricultural & Consumer Economics
lmcdow2,Lee Mcdowell,3.0,Biochemistry
lmck2,Larry Mckee,4.0,Electrical Engineering
lmcknig2,Leah Mcknight,4.5,Business + Data Science
lme2,Lori Medina,4.0,Journalism
lme3,Loretta Meyer,4.0,Bioengineering
lmele2,Linda Melendez,5.0,Special Education
lmende2,Latasha Mendez,2.0,Information Sciences
lmeye2,Lisa Meyer,1.5,Information Sciences + Data Science
lmi2,Lauren Mitchell,4.0,Computer Science + Music
lmil2,Larry Miller,1.0,Hospitality Management
lmiles2,Laura Miles,4.5,Physics
lmill2,Lisa Miller,3.0,Management
lmo2,Lori Morgan,3.0,Computer Science + Animal Sciences
lmon2,Linda Monroe,1.5,Early Childhood Education
lmoor2,Larry Moore,5.0,Sustainable Design
lmu2,Lee Murray,1.5,Computer Science + Advertising
lmyers2,Lisa Myers,1.0,Marketing
lnash2,Lauren Nash,5.0,Supply Chain Management
lne2,Lauren Newton,2.0,Dietetics and Nutrition
lne3,Laura Newton,2.0,Computer Science + Animal Sciences
lnels2,Lisa Nelson,3.0,Operations Management
lni2,Lori Nixon,3.0,Computer Science
lno2,Lisa Norman,4.5,Systems Engineering & Design
lnunez2,Laurie Nunez,1.5,Geology
lobr2,Lauren Obrien,2.5,Early Childhood Education
lobrie2,Lisa Obrien,1.5,Operations Management
lolson2,Lauren Olson,3.0,Plant Biotechnology
lort2,Lori Ortega,2.0,Agricultural & Biological Engineering
los2,Lindsay Osborne,2.0,Neural Engineering
losbo2,Lisa Osborne,4.5,Computer Science + Animal Sciences
lowens2,Lisa Owens,4.0,Industrial Engineering
lpa2,Lisa Palmer,3.5,Biochemistry
lpa3,Laurie Payne,3.5,Hospitality Management
lpa4,Laura Payne,5.0,Aerospace Engineering
lpe2,Lisa Perez,3.5,Business + Data Science
lpe3,Leslie Perez,2.5,Accountancy
lpeters2,Lucas Peters,1.0,Athletic Training
lpeters3,Lauren Peters,4.5,Chemistry
lpeters4,Lisa Peterson,3.0,Business + Data Science
lpope2,Laura Pope,5.0,Computer Science + Crop Sciences
lpow2,Linda Powell,3.0,Nutrition and Health
lra2,Luis Ramos,2.0,Elementary Education
lra3,Lauren Raymond,5.0,Elementary Education
lray2,Louis Ray,4.5,Computer Science + Animal Sciences
lre2,Linda Reyes,2.0,Secondary Education
lreese2,Larry Reese,2.5,Finance + Data Science
lrei2,Lindsey Reid,5.0,Mechanical Engineering
lreye2,Lisa Reyes,3.0,Elementary Education
lreyes2,Lisa Reyes,4.0,Middle Grades Education
lreyno2,Larry Reynolds,1.0,Computer Science + Physics
lri2,Lee Riddle,3.0,Chemistry
lricha2,Laura Richards,1.5,Journalism
lrobi2,Laura Robinson,2.0,Middle Grades Education
lrogers3,Laurie Rogers,2.5,Information Sciences + Data Science
lrusse2,Lisa Russell,2.0,Neural Engineering
lsa2,Lindsey Sandoval,2.0,Civil Engineering
lsan2,Lauren Santiago,3.0,Kinesiology
lsantan2,Lisa Santana,5.0,Information Sciences + Data Science
lsantos2,Lori Santos,1.5,Middle Grades Education
lsaw2,Lisa Sawyer,3.0,Strategy
lschnei2,Lisa Schneider,3.5,Information Systems
lsh2,Lisa Shelton,4.0,Chemistry
lshaw2,Lisa Shaw,2.0,Sustainable Design
lsimpso2,Louis Simpson,1.5,Computer Science + Animal Sciences
lsm2,Lori Smith,1.5,Elementary Education
lsmi2,Lindsey Smith,2.5,Architectural Studies
lsmit2,Laura Smith,3.5,Mechanical Engineering
lsmit3,Linda Smith,1.0,Computer Science + Music
lsmith2,Lori Smith,2.5,Chemistry
lsolis2,Lisa Solis,2.0,Journalism
lsta2,Leslie Stafford,4.0,Environmental Engineering
lston2,Lisa Stone,4.0,Middle Grades Education
lsu2,Laura Sullivan,2.0,Media & Cinema Studies
lsuare2,Lee Suarez,2.0,Agricultural & Biological Engineering
lsull2,Laurie Sullivan,3.5,Computer Engineering
lsut2,Larry Sutton,5.0,Computer Science
ltaylor2,Lisa Taylor,1.0,Dance
lth2,Laura Thompson,2.5,Environmental Engineering
ltho2,Larry Thornton,4.5,Computer Science + Crop Sciences
lthomps2,Loretta Thompson,5.0,Sustainability in Food & Environmental Systems
ltorres2,Lisa Torres,2.5,Athletic Training
